measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,2,Early Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00935809353935,0.0147577187657,0.00537537935296
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,2,Early Neonatal,322,Lower respiratory infections,3,Rate,2015,25.658382776899998,42.0211814413,14.105403314199998
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,2,Early Neonatal,322,Lower respiratory infections,3,Rate,2015,13.9025110513,23.746829810399998,7.1833149574999995
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,2,Early Neonatal,322,Lower respiratory infections,3,Rate,2015,19.9506297176,32.4159742407,11.4461087964
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,3,Late Neonatal,322,Lower respiratory infections,1,Number,2015,0.267296743143,0.448892551236,0.136928941413
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,3,Late Neonatal,322,Lower respiratory infections,1,Number,2015,0.139202343549,0.245045959856,0.0672675947507
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2015,0.406499086691,0.645545013387,0.22237270597
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,3,Late Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00477812199597,0.00721266033743,0.00272077383345
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,3,Late Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00356883375103,0.00593905624888,0.00182666413055
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,3,Late Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00426719291822,0.00609361240743,0.00269963404205
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,3,Late Neonatal,322,Lower respiratory infections,3,Rate,2015,10.443479973399999,17.5385615025,5.34991425862
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,3,Late Neonatal,322,Lower respiratory infections,3,Rate,2015,5.76209622786,10.143352223399999,2.78445279073
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,3,Late Neonatal,322,Lower respiratory infections,3,Rate,2015,8.17036186924,12.9750263529,4.46954381228
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,4,Post Neonatal,322,Lower respiratory infections,1,Number,2015,1.9527994228,3.51472652906,0.814646745092
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,4,Post Neonatal,322,Lower respiratory infections,1,Number,2015,1.08728579822,1.88250854513,0.521207639773
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2015,3.04008522102,5.17116901867,1.49344063109
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,4,Post Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00227420058495,0.00381250914068,0.00102998235329
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,4,Post Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00167929663501,0.00269743312904,0.000847633189672
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,4,Post Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00201290917254,0.00306641980763,0.00114781973689
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,4,Post Neonatal,322,Lower respiratory infections,3,Rate,2015,4.779368907469999,8.602099373389999,1.9938029879599999
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,4,Post Neonatal,322,Lower respiratory infections,3,Rate,2015,2.81886284533,4.88053224146,1.35126647738
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,4,Post Neonatal,322,Lower respiratory infections,3,Rate,2015,3.82734156186,6.51028792604,1.8801799890400002
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,5,1 to 4,322,Lower respiratory infections,1,Number,2015,4.67939636044,8.57583649164,2.1939043685
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,5,1 to 4,322,Lower respiratory infections,1,Number,2015,3.05583128803,5.87988629722,1.31498322504
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2015,7.73522764847,13.1641212509,4.00111370483
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,5,1 to 4,322,Lower respiratory infections,2,Percent,2015,0.000977885461588,0.0016222600842,0.000512603606577
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,5,1 to 4,322,Lower respiratory infections,2,Percent,2015,0.000685509130646,0.00123608472326,0.000307005228805
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,5,1 to 4,322,Lower respiratory infections,2,Percent,2015,0.000836280410639,0.00127783895882,0.000473311793512
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,5,1 to 4,322,Lower respiratory infections,3,Rate,2015,2.67081283443,4.89474547646,1.2521931235500001
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,5,1 to 4,322,Lower respiratory infections,3,Rate,2015,1.84887298057,3.5575141030599995,0.795605753562
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,5,1 to 4,322,Lower respiratory infections,3,Rate,2015,2.27182151671,3.86627714988,1.1751194171
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,6,5 to 9,322,Lower respiratory infections,1,Number,2015,3.54287855247,7.06902892486,1.30745340197
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,6,5 to 9,322,Lower respiratory infections,1,Number,2015,2.73206570902,5.41909754977,0.928732070917
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,6,5 to 9,322,Lower respiratory infections,1,Number,2015,6.27494426149,10.9498068087,2.84279617162
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,6,5 to 9,322,Lower respiratory infections,2,Percent,2015,0.000495236927669,0.000913206873138,0.000210142752687
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,6,5 to 9,322,Lower respiratory infections,2,Percent,2015,0.000397764621023,0.000749759767394,0.000135418868249
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,6,5 to 9,322,Lower respiratory infections,2,Percent,2015,0.000447065734633,0.000730137192907,0.000234300589962
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,6,5 to 9,322,Lower respiratory infections,3,Rate,2015,1.6622546494400001,3.31666073881,0.613433529872
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,6,5 to 9,322,Lower respiratory infections,3,Rate,2015,1.353996724,2.68567491083,0.46027450121200003
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,6,5 to 9,322,Lower respiratory infections,3,Rate,2015,1.5123452537800002,2.6390494747,0.6851517907529999
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,7,10 to 14,322,Lower respiratory infections,1,Number,2015,1.57224762466,2.35846121019,0.972589801364
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,7,10 to 14,322,Lower respiratory infections,1,Number,2015,1.31096715131,1.9587277081,0.80535644636
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,7,10 to 14,322,Lower respiratory infections,1,Number,2015,2.88321477597,4.29716155936,1.76708764188
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,7,10 to 14,322,Lower respiratory infections,2,Percent,2015,0.000156594410982,0.000208650125779,0.000113337723024
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,7,10 to 14,322,Lower respiratory infections,2,Percent,2015,0.000118550944547,0.000155153106581,8.4360590046e-05
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,7,10 to 14,322,Lower respiratory infections,2,Percent,2015,0.000136565398125,0.000179907434512,9.74296877385e-05
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,7,10 to 14,322,Lower respiratory infections,3,Rate,2015,0.7617915992150001,1.14273089609,0.471243033566
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,7,10 to 14,322,Lower respiratory infections,3,Rate,2015,0.669337622589,1.00006330908,0.411189074115
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,7,10 to 14,322,Lower respiratory infections,3,Rate,2015,0.7167744791849999,1.06828522258,0.43930245319899996
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,8,15 to 19,322,Lower respiratory infections,1,Number,2015,1.58034538118,2.31671241561,1.01655698304
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,8,15 to 19,322,Lower respiratory infections,1,Number,2015,1.47805627653,2.16786125954,0.949878676653
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,8,15 to 19,322,Lower respiratory infections,1,Number,2015,3.05840165771,4.48271316072,1.96615153093
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,8,15 to 19,322,Lower respiratory infections,2,Percent,2015,9.25665778942e-05,0.000117540744683,7.15146837626e-05
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,8,15 to 19,322,Lower respiratory infections,2,Percent,2015,7.35102801356e-05,9.37260109972e-05,5.56896879514e-05
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,8,15 to 19,322,Lower respiratory infections,2,Percent,2015,8.22435591055e-05,0.000103617912339,6.33985046918e-05
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,8,15 to 19,322,Lower respiratory infections,3,Rate,2015,0.686713627802,1.00669006057,0.44172846138999994
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,8,15 to 19,322,Lower respiratory infections,3,Rate,2015,0.686959937206,1.0075623360000001,0.44147750422400006
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,8,15 to 19,322,Lower respiratory infections,3,Rate,2015,0.6868326415029999,1.0066937132,0.441543394464
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,9,20 to 24,322,Lower respiratory infections,1,Number,2015,1.79709052825,2.69768261357,1.14826438326
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,9,20 to 24,322,Lower respiratory infections,1,Number,2015,1.78628199138,2.65153455814,1.11865463759
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,9,20 to 24,322,Lower respiratory infections,1,Number,2015,3.58337251963,5.42054529877,2.29281751475
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,9,20 to 24,322,Lower respiratory infections,2,Percent,2015,7.84046903815e-05,0.000103929486037,5.73300192679e-05
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,9,20 to 24,322,Lower respiratory infections,2,Percent,2015,6.20922007848e-05,8.2129828645e-05,4.47577471073e-05
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,9,20 to 24,322,Lower respiratory infections,2,Percent,2015,6.93122482335e-05,9.18296677492e-05,5.01355896791e-05
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,9,20 to 24,322,Lower respiratory infections,3,Rate,2015,0.687806286423,1.03249281615,0.439478951599
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,9,20 to 24,322,Lower respiratory infections,3,Rate,2015,0.715253303151,1.06171302195,0.44792559544699995
3,YLDs (Years Lived with Disability),94,Switzerland,3,Both,9,20 to 24,322,Lower respiratory infections,3,Rate,2015,0.70121995597,1.06073106129,0.44867492507
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,10,25 to 29,322,Lower respiratory infections,1,Number,2015,2.2642294295,3.27044749096,1.48004419122
